pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_location_id
2019-01-03 01:04:09.000000 UTC,2019-01-03 01:10:06.000000 UTC,1,0.86,223
2019-01-03 01:04:22.000000 UTC,2019-01-03 01:16:44.000000 UTC,1,3.11,25
2019-01-03 01:04:31.000000 UTC,2019-01-03 01:11:35.000000 UTC,1,1.38,112
2019-01-03 01:04:41.000000 UTC,2019-01-03 01:13:35.000000 UTC,1,1.72,63
2019-01-03 01:05:39.000000 UTC,2019-01-03 01:14:10.000000 UTC,1,1.57,83
2019-01-03 01:05:47.000000 UTC,2019-01-03 01:19:16.000000 UTC,1,2.66,255
2019-01-03 01:06:14.000000 UTC,2019-01-03 01:13:42.000000 UTC,1,1.71,134
2019-01-03 01:06:40.000000 UTC,2019-01-03 01:33:36.000000 UTC,1,4.9,255
2019-01-03 01:07:02.000000 UTC,2019-01-03 01:12:39.000000 UTC,1,1.2,41
2019-01-03 01:07:40.000000 UTC,2019-01-03 01:23:52.000000 UTC,1,8.23,130
2019-01-03 01:07:46.000000 UTC,2019-01-03 01:13:34.000000 UTC,1,1.43,145
2019-01-03 01:08:18.000000 UTC,2019-01-03 01:21:48.000000 UTC,1,2.97,82
2019-01-03 01:08:36.000000 UTC,2019-01-03 01:17:26.000000 UTC,1,2.08,41
2019-01-03 01:08:43.000000 UTC,2019-01-03 01:17:04.000000 UTC,1,1.68,41
2019-01-03 01:09:26.000000 UTC,2019-01-03 01:32:58.000000 UTC,1,3.8,80
2019-01-03 01:10:25.000000 UTC,2019-01-03 01:19:35.000000 UTC,1,1.7,42
2019-01-03 01:10:28.000000 UTC,2019-01-03 01:28:38.000000 UTC,1,6.26,41
2019-01-03 01:10:29.000000 UTC,2019-01-04 00:05:18.000000 UTC,1,3.58,75
2019-01-03 01:10:53.000000 UTC,2019-01-03 01:20:00.000000 UTC,1,1.92,260
2019-01-03 01:10:57.000000 UTC,2019-01-03 01:17:57.000000 UTC,1,1.42,80
2019-01-03 01:11:09.000000 UTC,2019-01-03 01:23:25.000000 UTC,1,2.81,146
2019-01-03 01:11:13.000000 UTC,2019-01-03 01:34:27.000000 UTC,1,5.94,112
2019-01-03 01:11:27.000000 UTC,2019-01-03 01:43:20.000000 UTC,1,11.82,41
2019-01-03 01:11:36.000000 UTC,2019-01-03 01:14:53.000000 UTC,1,0.5,82
2019-01-03 01:11:37.000000 UTC,2019-01-03 01:38:28.000000 UTC,1,6.6,116
2019-01-03 01:11:58.000000 UTC,2019-01-03 01:15:19.000000 UTC,1,0.91,97
2019-01-03 01:12:01.000000 UTC,2019-01-03 01:12:16.000000 UTC,1,0.04,130
2019-01-03 01:12:05.000000 UTC,2019-01-03 01:17:09.000000 UTC,1,2.52,260
2019-01-03 01:12:08.000000 UTC,2019-01-03 01:23:44.000000 UTC,1,3.78,130
2019-01-03 01:12:15.000000 UTC,2019-01-03 01:16:20.000000 UTC,1,0.81,255
2019-01-03 01:12:46.000000 UTC,2019-01-03 01:18:07.000000 UTC,1,0.9,7
2019-01-03 01:12:50.000000 UTC,2019-01-03 01:27:14.000000 UTC,1,3.84,256
2019-01-03 01:13:05.000000 UTC,2019-01-03 01:20:05.000000 UTC,1,1.77,42
2019-01-03 01:13:21.000000 UTC,2019-01-03 01:19:24.000000 UTC,1,1.76,130
2019-01-03 01:13:27.000000 UTC,2019-01-03 01:17:51.000000 UTC,1,0.71,7
2019-01-03 01:13:35.000000 UTC,2019-01-03 01:17:13.000000 UTC,1,0.66,7
2019-01-03 01:14:04.000000 UTC,2019-01-03 01:27:11.000000 UTC,1,1.78,260
2019-01-03 01:14:51.000000 UTC,2019-01-03 01:27:03.000000 UTC,1,3.68,106
2019-01-03 01:14:55.000000 UTC,2019-01-03 01:23:24.000000 UTC,1,3.17,8
2019-01-03 01:15:01.000000 UTC,2019-01-03 01:22:55.000000 UTC,2,0.97,97
2019-01-03 01:15:05.000000 UTC,2019-01-03 01:18:23.000000 UTC,1,0.7,41
2019-01-03 01:16:28.000000 UTC,2019-01-03 01:26:07.000000 UTC,1,2.21,82
2019-01-03 01:16:29.000000 UTC,2019-01-03 01:20:20.000000 UTC,2,1.32,75
2019-01-03 01:16:51.000000 UTC,2019-01-03 01:28:29.000000 UTC,1,2.73,82
2019-01-03 01:17:22.000000 UTC,2019-01-03 01:26:21.000000 UTC,1,2.13,65
2019-01-03 01:17:23.000000 UTC,2019-01-03 01:30:54.000000 UTC,1,4.07,179
2019-01-03 01:17:28.000000 UTC,2019-01-03 01:24:07.000000 UTC,1,2.4,80
2019-01-03 01:17:34.000000 UTC,2019-01-03 01:24:04.000000 UTC,1,1.42,129
2019-01-03 01:17:44.000000 UTC,2019-01-03 01:24:12.000000 UTC,2,0.82,82
2019-01-03 01:18:00.000000 UTC,2019-01-03 01:29:28.000000 UTC,1,4.97,7
2019-01-03 01:18:01.000000 UTC,2019-01-03 01:26:10.000000 UTC,2,1.37,129
2019-01-03 01:18:03.000000 UTC,2019-01-03 01:34:33.000000 UTC,1,4.7,145
2019-01-03 01:18:18.000000 UTC,2019-01-03 01:36:49.000000 UTC,1,4.37,17
2019-01-03 01:18:19.000000 UTC,2019-01-03 01:57:37.000000 UTC,5,22.22,75
2019-01-03 01:18:47.000000 UTC,2019-01-03 01:38:10.000000 UTC,1,8.23,166
2019-01-03 01:18:59.000000 UTC,2019-01-03 01:34:59.000000 UTC,1,4.23,130
2019-01-03 01:19:42.000000 UTC,2019-01-03 01:28:45.000000 UTC,1,1.8,173
2019-01-03 01:19:44.000000 UTC,2019-01-03 01:26:28.000000 UTC,1,2.6,7
2019-01-03 01:19:51.000000 UTC,2019-01-03 01:24:47.000000 UTC,1,1.25,130
2019-01-03 01:19:57.000000 UTC,2019-01-03 01:28:20.000000 UTC,1,2.7,33
2019-01-03 01:20:04.000000 UTC,2019-01-03 01:21:46.000000 UTC,1,0.5,260
2019-01-03 01:20:14.000000 UTC,2019-01-03 01:27:48.000000 UTC,1,2.95,129
2019-01-03 01:20:26.000000 UTC,2019-01-03 01:32:13.000000 UTC,1,3.14,65
2019-01-03 01:20:40.000000 UTC,2019-01-03 01:35:02.000000 UTC,1,7.26,179
2019-01-03 01:21:08.000000 UTC,2019-01-03 01:23:42.000000 UTC,1,0.6,7
2019-01-03 01:21:43.000000 UTC,2019-01-03 01:24:17.000000 UTC,1,0.99,242
2019-01-03 01:21:54.000000 UTC,2019-01-03 01:27:29.000000 UTC,1,1.16,82
2019-01-03 01:22:03.000000 UTC,2019-01-03 02:10:21.000000 UTC,1,9.19,41
2019-01-03 01:22:06.000000 UTC,2019-01-03 01:34:42.000000 UTC,1,3.42,17
2019-01-03 01:22:21.000000 UTC,2019-01-03 01:48:03.000000 UTC,1,12.26,7
2019-01-03 01:22:43.000000 UTC,2019-01-03 01:27:09.000000 UTC,1,1.14,243
2019-01-03 01:22:45.000000 UTC,2019-01-03 01:23:21.000000 UTC,1,0.13,74
2019-01-03 01:22:45.000000 UTC,2019-01-03 01:23:21.000000 UTC,1,0.13,74
2019-01-03 01:22:59.000000 UTC,2019-01-03 01:37:03.000000 UTC,1,2.84,61
2019-01-03 01:23:01.000000 UTC,2019-01-03 01:30:11.000000 UTC,1,1.16,173
2019-01-03 01:23:33.000000 UTC,2019-01-03 01:32:30.000000 UTC,1,2.2,83
2019-01-03 01:23:50.000000 UTC,2019-01-03 01:27:42.000000 UTC,1,0.9,17
2019-01-03 01:23:55.000000 UTC,2019-01-03 01:30:42.000000 UTC,1,1.17,82
2019-01-03 01:24:04.000000 UTC,2019-01-03 01:31:45.000000 UTC,1,2.04,146
2019-01-03 01:24:10.000000 UTC,2019-01-03 01:30:50.000000 UTC,1,3.1,83
2019-01-03 01:25:05.000000 UTC,2019-01-03 01:27:35.000000 UTC,1,0.86,256
2019-01-03 01:25:11.000000 UTC,2019-01-03 01:28:49.000000 UTC,1,0.6,82
2019-01-03 01:25:36.000000 UTC,2019-01-03 01:28:12.000000 UTC,5,0.61,7
2019-01-03 01:26:06.000000 UTC,2019-01-03 01:29:44.000000 UTC,1,0.65,7
2019-01-03 01:26:47.000000 UTC,2019-01-03 01:29:01.000000 UTC,1,0.67,255
2019-01-03 01:27:09.000000 UTC,2019-01-03 01:31:42.000000 UTC,1,1.09,255
2019-01-03 01:27:25.000000 UTC,2019-01-03 01:33:22.000000 UTC,1,1.24,255
2019-01-03 01:27:43.000000 UTC,2019-01-03 02:27:28.000000 UTC,1,25.57,35
2019-01-03 01:28:05.000000 UTC,2019-01-03 01:36:18.000000 UTC,1,2.57,129
2019-01-03 01:28:10.000000 UTC,2019-01-03 01:30:19.000000 UTC,5,0.39,179
2019-01-03 01:28:29.000000 UTC,2019-01-03 01:35:58.000000 UTC,1,1.59,255
2019-01-03 01:28:57.000000 UTC,2019-01-03 01:33:07.000000 UTC,1,1,41
2019-01-03 01:29:03.000000 UTC,2019-01-03 01:36:40.000000 UTC,1,1.78,92
2019-01-03 01:29:10.000000 UTC,2019-01-03 01:37:48.000000 UTC,1,2.57,130
2019-01-03 01:29:40.000000 UTC,2019-01-03 01:31:41.000000 UTC,1,0.6,260
2019-01-03 01:30:29.000000 UTC,2019-01-03 01:39:40.000000 UTC,1,2.01,92
2019-01-03 01:31:08.000000 UTC,2019-01-03 01:31:29.000000 UTC,1,0,42
2019-01-03 01:31:22.000000 UTC,2019-01-03 01:39:57.000000 UTC,1,2.61,256
2019-01-03 01:31:31.000000 UTC,2019-01-03 01:37:33.000000 UTC,1,1.17,83
2019-01-03 01:32:10.000000 UTC,2019-01-03 01:35:46.000000 UTC,1,0.69,181
2019-01-03 01:32:12.000000 UTC,2019-01-03 01:36:05.000000 UTC,1,0.67,7
2019-01-03 01:32:53.000000 UTC,2019-01-03 01:38:18.000000 UTC,1,1.49,223
2019-01-03 01:33:10.000000 UTC,2019-01-03 01:36:29.000000 UTC,1,0.66,7
2019-01-03 01:33:21.000000 UTC,2019-01-03 01:33:24.000000 UTC,1,0,129
2019-01-03 01:33:22.000000 UTC,2019-01-03 01:38:01.000000 UTC,1,1.04,95
2019-01-03 01:33:33.000000 UTC,2019-01-03 01:42:40.000000 UTC,3,1.64,244
2019-01-03 01:33:43.000000 UTC,2019-01-03 01:50:21.000000 UTC,1,4.05,130
2019-01-03 01:33:44.000000 UTC,2019-01-03 01:45:52.000000 UTC,1,3.49,130
2019-01-03 01:33:45.000000 UTC,2019-01-03 01:47:31.000000 UTC,1,2.84,256
2019-01-03 01:34:49.000000 UTC,2019-01-03 01:44:33.000000 UTC,1,2.1,256
2019-01-03 01:35:03.000000 UTC,2019-01-03 01:36:22.000000 UTC,1,0.4,260
2019-01-03 01:35:04.000000 UTC,2019-01-03 01:40:26.000000 UTC,1,1.1,260
2019-01-03 01:35:21.000000 UTC,2019-01-03 01:42:45.000000 UTC,1,1.52,95
2019-01-03 01:35:21.000000 UTC,2019-01-03 01:39:16.000000 UTC,1,0.8,7
2019-01-03 01:35:23.000000 UTC,2019-01-03 02:01:22.000000 UTC,1,15.85,146
2019-01-03 01:35:33.000000 UTC,2019-01-03 01:38:45.000000 UTC,1,0.59,223
2019-01-03 01:35:36.000000 UTC,2019-01-03 01:45:14.000000 UTC,1,1.96,260
2019-01-03 01:36:00.000000 UTC,2019-01-03 01:47:06.000000 UTC,2,2.06,82
2019-01-03 01:36:20.000000 UTC,2019-01-03 01:37:08.000000 UTC,1,0,264
2019-01-03 01:36:35.000000 UTC,2019-01-03 01:49:54.000000 UTC,1,2.68,188
2019-01-03 01:36:39.000000 UTC,2019-01-03 01:38:42.000000 UTC,1,0.53,36
2019-01-03 01:36:40.000000 UTC,2019-01-03 01:43:50.000000 UTC,5,3.21,145
2019-01-03 01:36:50.000000 UTC,2019-01-03 01:55:51.000000 UTC,6,3.49,95
2019-01-03 01:36:56.000000 UTC,2019-01-03 01:44:00.000000 UTC,1,2.22,166
2019-01-03 01:37:11.000000 UTC,2019-01-03 01:43:26.000000 UTC,1,3.48,134
2019-01-03 01:37:15.000000 UTC,2019-01-03 01:42:24.000000 UTC,1,1.56,247
2019-01-03 01:37:54.000000 UTC,2019-01-03 01:41:26.000000 UTC,1,0.6,129
2019-01-03 01:37:54.000000 UTC,2019-01-03 01:41:24.000000 UTC,1,0.64,41
2019-01-03 01:38:45.000000 UTC,2019-01-03 01:49:41.000000 UTC,1,1.76,255
2019-01-03 01:39:05.000000 UTC,2019-01-03 01:44:23.000000 UTC,1,0.76,75
2019-01-03 01:39:41.000000 UTC,2019-01-03 01:45:14.000000 UTC,1,1.35,116
2019-01-03 01:39:49.000000 UTC,2019-01-03 01:49:11.000000 UTC,1,1.79,129
2019-01-03 01:40:31.000000 UTC,2019-01-03 01:46:37.000000 UTC,1,0.98,129
2019-01-03 01:40:53.000000 UTC,2019-01-03 01:49:47.000000 UTC,5,2.15,255
2019-01-03 01:41:09.000000 UTC,2019-01-03 01:51:13.000000 UTC,1,2.62,92
2019-01-03 01:42:31.000000 UTC,2019-01-03 01:50:55.000000 UTC,2,2.37,82
2019-01-03 01:42:45.000000 UTC,2019-01-03 01:53:44.000000 UTC,5,4.45,212
2019-01-03 01:43:18.000000 UTC,2019-01-03 01:54:40.000000 UTC,1,2.9,65
2019-01-03 01:43:40.000000 UTC,2019-01-03 01:44:46.000000 UTC,1,0.37,7
2019-01-03 01:44:01.000000 UTC,2019-01-03 01:48:56.000000 UTC,1,0.9,127
2019-01-03 01:44:02.000000 UTC,2019-01-03 01:52:28.000000 UTC,1,1.9,129
2019-01-03 01:44:08.000000 UTC,2019-01-03 01:53:52.000000 UTC,6,1.6,255
2019-01-03 01:44:21.000000 UTC,2019-01-03 01:56:16.000000 UTC,2,2.07,82
2019-01-03 01:44:59.000000 UTC,2019-01-03 01:53:32.000000 UTC,1,1.89,129
2019-01-03 01:45:04.000000 UTC,2019-01-03 01:51:18.000000 UTC,5,2,157
2019-01-03 01:45:06.000000 UTC,2019-01-03 01:49:45.000000 UTC,1,0.61,129
2019-01-03 01:45:35.000000 UTC,2019-01-03 01:45:47.000000 UTC,1,0.05,95
2019-01-03 01:46:12.000000 UTC,2019-01-03 01:53:18.000000 UTC,1,1.5,82
2019-01-03 01:46:48.000000 UTC,2019-01-03 02:03:10.000000 UTC,1,6.2,80
2019-01-03 01:46:50.000000 UTC,2019-01-03 01:54:02.000000 UTC,1,1.87,41
2019-01-03 01:48:15.000000 UTC,2019-01-03 01:58:16.000000 UTC,1,2.1,129
2019-01-03 01:49:10.000000 UTC,2019-01-03 01:57:46.000000 UTC,1,2.41,116
2019-01-03 01:49:38.000000 UTC,2019-01-03 01:55:30.000000 UTC,1,0.88,82
2019-01-03 01:50:06.000000 UTC,2019-01-03 01:53:45.000000 UTC,1,0.57,255
2019-01-03 01:50:28.000000 UTC,2019-01-03 01:52:32.000000 UTC,1,0.58,52
2019-01-03 01:50:38.000000 UTC,2019-01-03 01:54:44.000000 UTC,1,1.2,74
2019-01-03 01:50:40.000000 UTC,2019-01-03 02:12:38.000000 UTC,1,7.42,255
2019-01-03 01:51:10.000000 UTC,2019-01-03 01:54:39.000000 UTC,1,0.94,146
2019-01-03 01:51:22.000000 UTC,2019-01-03 19:01:41.000000 UTC,5,9.41,74
2019-01-03 01:52:04.000000 UTC,2019-01-03 01:55:35.000000 UTC,1,0.67,166
2019-01-03 01:53:18.000000 UTC,2019-01-03 01:55:45.000000 UTC,1,0.8,181
2019-01-03 01:54:21.000000 UTC,2019-01-03 02:01:15.000000 UTC,1,1.17,129
2019-01-03 01:54:29.000000 UTC,2019-01-03 01:59:14.000000 UTC,1,0.81,255
2019-01-03 01:55:47.000000 UTC,2019-01-03 01:55:50.000000 UTC,5,0,196
2019-01-03 01:55:56.000000 UTC,2019-01-03 02:01:41.000000 UTC,1,0.9,7
2019-01-03 01:55:59.000000 UTC,2019-01-03 02:02:18.000000 UTC,1,1.42,41
2019-01-03 01:56:08.000000 UTC,2019-01-03 02:05:14.000000 UTC,1,2.62,255
2019-01-03 01:56:24.000000 UTC,2019-01-03 02:06:54.000000 UTC,1,2.11,129
2019-01-03 01:57:04.000000 UTC,2019-01-03 02:03:38.000000 UTC,1,1.19,129
2019-01-03 01:57:15.000000 UTC,2019-01-03 02:07:05.000000 UTC,1,2.7,97
2019-01-03 01:58:09.000000 UTC,2019-01-03 02:10:38.000000 UTC,1,4.32,256
2019-01-03 01:58:15.000000 UTC,2019-01-03 02:03:24.000000 UTC,1,0.99,42
2019-01-03 01:58:17.000000 UTC,2019-01-03 02:08:29.000000 UTC,1,2.3,82
2019-01-03 01:58:20.000000 UTC,2019-01-03 02:04:28.000000 UTC,1,1.02,223
2019-01-03 01:58:50.000000 UTC,2019-01-03 02:11:25.000000 UTC,1,3.29,65
2019-01-03 02:00:11.000000 UTC,2019-01-03 02:09:36.000000 UTC,1,1.78,75
2019-01-03 02:00:31.000000 UTC,2019-01-03 02:08:04.000000 UTC,1,1.7,145
2019-01-03 02:00:47.000000 UTC,2019-01-03 02:46:42.000000 UTC,1,16.79,82
2019-01-03 02:01:20.000000 UTC,2019-01-03 02:07:43.000000 UTC,1,1.62,7
2019-01-03 02:01:32.000000 UTC,2019-01-03 02:07:16.000000 UTC,1,1.43,255
2019-01-03 02:01:37.000000 UTC,2019-01-03 02:07:53.000000 UTC,1,1.1,80
2019-01-03 02:02:22.000000 UTC,2019-01-03 02:25:50.000000 UTC,1,13.1,178
2019-01-03 02:04:16.000000 UTC,2019-01-03 02:07:34.000000 UTC,1,0.54,129
2019-01-03 02:04:20.000000 UTC,2019-01-03 02:15:49.000000 UTC,1,2.1,82
2019-01-03 02:04:38.000000 UTC,2019-01-03 02:16:54.000000 UTC,1,3.3,255
2019-01-03 02:04:39.000000 UTC,2019-01-03 02:07:34.000000 UTC,1,0.78,95
2019-01-03 02:04:42.000000 UTC,2019-01-03 02:17:37.000000 UTC,1,2.66,7
2019-01-03 02:04:43.000000 UTC,2019-01-03 02:14:32.000000 UTC,2,2.59,173
2019-01-03 02:04:57.000000 UTC,2019-01-03 02:09:18.000000 UTC,1,1.92,75
2019-01-03 02:05:10.000000 UTC,2019-01-03 02:27:50.000000 UTC,1,6.74,52
2019-01-03 02:05:14.000000 UTC,2019-01-03 02:11:15.000000 UTC,1,1.5,136
2019-01-03 02:05:38.000000 UTC,2019-01-03 02:18:36.000000 UTC,1,8.7,129
2019-01-03 02:06:10.000000 UTC,2019-01-03 02:14:31.000000 UTC,1,1.17,129
2019-01-03 02:06:14.000000 UTC,2019-01-03 02:17:14.000000 UTC,1,3.52,130
2019-01-03 02:06:26.000000 UTC,2019-01-03 02:24:48.000000 UTC,1,12.06,223
2019-01-03 02:06:48.000000 UTC,2019-01-03 02:19:48.000000 UTC,1,7.3,260
2019-01-03 02:06:53.000000 UTC,2019-01-03 02:22:32.000000 UTC,1,6.1,181
2019-01-03 02:06:57.000000 UTC,2019-01-03 02:14:00.000000 UTC,1,0.88,129
2019-01-03 02:07:17.000000 UTC,2019-01-03 02:11:12.000000 UTC,1,0.89,243
2019-01-03 02:07:24.000000 UTC,2019-01-03 02:37:20.000000 UTC,1,16,7
2019-01-03 02:07:29.000000 UTC,2019-01-03 02:29:15.000000 UTC,3,4.7,82
2019-01-03 02:08:03.000000 UTC,2019-01-03 02:18:12.000000 UTC,1,2.7,41
2019-01-03 02:08:13.000000 UTC,2019-01-03 02:15:15.000000 UTC,1,1.26,80
2019-01-03 02:08:16.000000 UTC,2019-01-03 02:18:16.000000 UTC,1,5.1,130
2019-01-03 02:08:41.000000 UTC,2019-01-03 02:11:08.000000 UTC,1,0.62,146
2019-01-03 02:12:27.000000 UTC,2019-01-03 02:28:06.000000 UTC,1,4.43,130
2019-01-03 02:12:39.000000 UTC,2019-01-03 02:28:22.000000 UTC,1,4.27,65
2019-01-03 02:13:19.000000 UTC,2019-01-03 02:18:12.000000 UTC,1,1.37,37
2019-01-03 02:13:29.000000 UTC,2019-01-03 02:16:56.000000 UTC,1,0.79,7
2019-01-03 02:13:46.000000 UTC,2019-01-03 02:20:44.000000 UTC,1,1.1,256
2019-01-03 02:13:49.000000 UTC,2019-01-03 02:21:40.000000 UTC,1,1.95,82
2019-01-03 02:14:48.000000 UTC,2019-01-03 02:22:21.000000 UTC,1,0.98,43
2019-01-03 02:14:54.000000 UTC,2019-01-03 02:21:29.000000 UTC,1,1.07,255
2019-01-03 02:15:07.000000 UTC,2019-01-03 02:16:50.000000 UTC,1,0.38,82
2019-01-03 02:15:30.000000 UTC,2019-01-03 02:30:25.000000 UTC,1,4.4,17
2019-01-03 02:15:46.000000 UTC,2019-01-03 02:22:09.000000 UTC,1,2.84,179
2019-01-03 02:16:01.000000 UTC,2019-01-03 02:19:33.000000 UTC,1,0.74,129
2019-01-03 02:16:04.000000 UTC,2019-01-03 02:21:33.000000 UTC,1,1.57,260
2019-01-03 02:17:47.000000 UTC,2019-01-03 02:17:51.000000 UTC,1,0.01,129
2019-01-03 02:18:06.000000 UTC,2019-01-03 02:27:01.000000 UTC,1,2.2,256
2019-01-03 02:18:39.000000 UTC,2019-01-03 02:28:22.000000 UTC,1,2.6,129
2019-01-03 02:19:05.000000 UTC,2019-01-03 02:24:56.000000 UTC,1,1.25,83
2019-01-03 02:19:11.000000 UTC,2019-01-03 02:30:25.000000 UTC,1,3.3,43
2019-01-03 02:19:42.000000 UTC,2019-01-03 02:23:22.000000 UTC,1,0.82,95
2019-01-03 02:19:59.000000 UTC,2019-01-03 02:28:46.000000 UTC,1,2.32,181
2019-01-03 02:20:17.000000 UTC,2019-01-03 02:28:03.000000 UTC,1,3.67,7
2019-01-03 02:20:37.000000 UTC,2019-01-03 02:31:41.000000 UTC,1,2.07,255
2019-01-03 02:20:56.000000 UTC,2019-01-03 02:29:20.000000 UTC,1,1.43,260
2019-01-03 02:21:44.000000 UTC,2019-01-03 02:25:34.000000 UTC,1,0.75,7
2019-01-03 02:21:44.000000 UTC,2019-01-03 02:24:10.000000 UTC,6,0.55,255
2019-01-03 02:23:07.000000 UTC,2019-01-03 02:26:47.000000 UTC,1,0.82,41
2019-01-03 02:23:36.000000 UTC,2019-01-03 02:38:07.000000 UTC,1,7.2,82
2019-01-03 02:24:03.000000 UTC,2019-01-03 02:26:29.000000 UTC,1,0.03,193
2019-01-03 02:24:27.000000 UTC,2019-01-03 02:38:23.000000 UTC,1,3.07,74
2019-01-03 02:24:47.000000 UTC,2019-01-03 02:34:07.000000 UTC,1,1.1,168
2019-01-03 02:25:08.000000 UTC,2019-01-03 02:28:19.000000 UTC,4,0.4,127
2019-01-03 02:25:39.000000 UTC,2019-01-03 02:29:55.000000 UTC,1,0.84,41
2019-01-03 02:27:02.000000 UTC,2019-01-03 02:35:26.000000 UTC,1,2.58,242
2019-01-03 02:28:32.000000 UTC,2019-01-03 02:40:37.000000 UTC,1,2.59,129
2019-01-03 02:29:05.000000 UTC,2019-01-03 02:33:23.000000 UTC,1,0.97,74
2019-01-03 02:29:11.000000 UTC,2019-01-03 02:32:49.000000 UTC,1,0.9,116
2019-01-03 02:30:19.000000 UTC,2019-01-03 02:38:30.000000 UTC,1,1.8,129
2019-01-03 02:30:55.000000 UTC,2019-01-03 02:39:15.000000 UTC,1,1.86,166
2019-01-03 02:30:59.000000 UTC,2019-01-03 02:34:49.000000 UTC,2,1.2,95
2019-01-03 02:31:06.000000 UTC,2019-01-03 02:47:12.000000 UTC,1,3.15,244
2019-01-03 02:31:44.000000 UTC,2019-01-03 02:44:44.000000 UTC,1,2.03,82
2019-01-03 02:32:09.000000 UTC,2019-01-03 02:34:05.000000 UTC,1,0.5,129
2019-01-03 02:34:07.000000 UTC,2019-01-03 02:52:38.000000 UTC,2,9.11,130
2019-01-03 02:34:14.000000 UTC,2019-01-03 02:49:51.000000 UTC,1,5.33,146
2019-01-03 02:34:42.000000 UTC,2019-01-03 02:44:27.000000 UTC,1,1.13,255
2019-01-03 02:34:43.000000 UTC,2019-01-03 02:39:54.000000 UTC,1,0.87,82
2019-01-03 02:35:13.000000 UTC,2019-01-03 02:41:00.000000 UTC,1,1.29,134
2019-01-03 02:35:33.000000 UTC,2019-01-03 02:40:29.000000 UTC,1,1.4,75
2019-01-03 02:36:35.000000 UTC,2019-01-03 02:46:25.000000 UTC,1,3.2,42
2019-01-03 02:36:53.000000 UTC,2019-01-03 02:41:24.000000 UTC,4,0.95,129
2019-01-03 02:37:26.000000 UTC,2019-01-03 02:45:37.000000 UTC,1,3.36,196
2019-01-03 02:38:31.000000 UTC,2019-01-03 02:46:23.000000 UTC,1,1.1,80
2019-01-03 02:38:43.000000 UTC,2019-01-03 02:44:06.000000 UTC,1,0.64,75
2019-01-03 02:39:50.000000 UTC,2019-01-03 02:41:15.000000 UTC,1,0.2,116
2019-01-03 02:39:51.000000 UTC,2019-01-03 02:44:23.000000 UTC,1,1.05,75
2019-01-03 02:40:06.000000 UTC,2019-01-03 02:54:44.000000 UTC,1,2.4,127
2019-01-03 02:40:12.000000 UTC,2019-01-03 02:44:16.000000 UTC,1,0.81,95
2019-01-03 02:41:00.000000 UTC,2019-01-03 02:49:04.000000 UTC,2,1.05,129
2019-01-03 02:41:27.000000 UTC,2019-01-03 02:50:44.000000 UTC,1,2.3,260
2019-01-03 02:41:38.000000 UTC,2019-01-03 02:43:48.000000 UTC,1,0.33,42
2019-01-03 02:41:54.000000 UTC,2019-01-03 02:47:57.000000 UTC,1,0.92,152
2019-01-03 02:42:18.000000 UTC,2019-01-03 02:52:10.000000 UTC,1,5.2,116
2019-01-03 02:43:51.000000 UTC,2019-01-03 02:52:11.000000 UTC,1,1.78,146
2019-01-03 02:44:34.000000 UTC,2019-01-03 02:51:01.000000 UTC,1,1.4,82
2019-01-03 02:44:49.000000 UTC,2019-01-03 02:48:15.000000 UTC,1,0.3,129
2019-01-03 02:44:54.000000 UTC,2019-01-04 02:24:48.000000 UTC,1,1.25,7
2019-01-03 02:45:47.000000 UTC,2019-01-03 02:53:11.000000 UTC,2,1.37,95
2019-01-03 02:46:49.000000 UTC,2019-01-03 02:55:38.000000 UTC,1,2.4,97
2019-01-03 02:48:20.000000 UTC,2019-01-03 02:52:58.000000 UTC,1,1.06,188
2019-01-03 02:48:41.000000 UTC,2019-01-03 02:54:01.000000 UTC,1,0.28,226
2019-01-03 02:50:15.000000 UTC,2019-01-03 02:58:04.000000 UTC,1,1.59,129
2019-01-03 02:50:59.000000 UTC,2019-01-03 02:50:59.000000 UTC,1,0,264
2019-01-03 02:52:06.000000 UTC,2019-01-03 03:09:05.000000 UTC,1,9.14,82
2019-01-03 02:52:56.000000 UTC,2019-01-03 02:56:04.000000 UTC,1,0.86,134
2019-01-03 02:53:46.000000 UTC,2019-01-03 02:58:02.000000 UTC,1,1.03,134
2019-01-03 02:55:20.000000 UTC,2019-01-03 02:59:16.000000 UTC,1,0.5,82
2019-01-03 02:58:04.000000 UTC,2019-01-03 03:00:54.000000 UTC,1,0.6,82
2019-01-03 02:59:30.000000 UTC,2019-01-04 02:05:49.000000 UTC,2,0.94,82
2019-01-03 03:00:38.000000 UTC,2019-01-03 03:13:09.000000 UTC,1,4.98,80
2019-01-03 03:00:40.000000 UTC,2019-01-03 03:15:51.000000 UTC,1,5.54,41
2019-01-03 03:00:52.000000 UTC,2019-01-03 03:23:27.000000 UTC,1,5.9,82
2019-01-03 03:00:54.000000 UTC,2019-01-03 03:07:34.000000 UTC,1,1.03,82
2019-01-03 03:01:53.000000 UTC,2019-01-03 03:10:10.000000 UTC,2,1.18,129
2019-01-03 03:02:06.000000 UTC,2019-01-03 03:04:19.000000 UTC,1,0.34,152
2019-01-03 03:02:13.000000 UTC,2019-01-03 03:07:12.000000 UTC,1,1.4,130
2019-01-03 03:02:15.000000 UTC,2019-01-03 03:10:31.000000 UTC,1,1.42,82
