pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_location_id
2019-01-02 00:03:57.000000 UTC,2019-01-02 00:19:13.000000 UTC,1,5.57,166
2019-01-02 00:04:07.000000 UTC,2019-01-02 00:26:06.000000 UTC,1,7.1,66
2019-01-02 00:04:07.000000 UTC,2019-01-02 00:12:49.000000 UTC,1,1.48,260
2019-01-02 00:04:23.000000 UTC,2019-01-02 00:27:59.000000 UTC,1,13.41,213
2019-01-02 00:04:34.000000 UTC,2019-01-02 00:10:16.000000 UTC,1,1.11,7
2019-01-02 00:04:56.000000 UTC,2019-01-02 00:12:15.000000 UTC,1,1.4,95
2019-01-02 00:05:00.000000 UTC,2019-01-02 00:09:24.000000 UTC,1,1.07,130
2019-01-02 00:05:26.000000 UTC,2019-01-02 00:07:57.000000 UTC,1,0.5,129
2019-01-02 00:05:53.000000 UTC,2019-01-02 00:11:45.000000 UTC,1,1,41
2019-01-02 00:06:00.000000 UTC,2019-01-02 00:26:27.000000 UTC,2,7.27,250
2019-01-02 00:06:01.000000 UTC,2019-01-02 00:14:09.000000 UTC,1,1.96,260
2019-01-02 00:06:25.000000 UTC,2019-01-02 00:16:10.000000 UTC,1,2,97
2019-01-02 00:06:27.000000 UTC,2019-01-02 00:10:26.000000 UTC,1,0.49,188
2019-01-02 00:06:48.000000 UTC,2019-01-02 00:10:55.000000 UTC,1,1.1,82
2019-01-02 00:07:23.000000 UTC,2019-01-02 00:27:48.000000 UTC,1,6.79,74
2019-01-02 00:07:24.000000 UTC,2019-01-02 00:08:33.000000 UTC,1,0.16,17
2019-01-02 00:07:54.000000 UTC,2019-01-02 00:11:21.000000 UTC,2,1.14,75
2019-01-02 00:07:55.000000 UTC,2019-01-02 00:16:21.000000 UTC,1,2.5,52
2019-01-02 00:08:10.000000 UTC,2019-01-02 00:18:38.000000 UTC,1,2.61,74
2019-01-02 00:08:27.000000 UTC,2019-01-02 00:24:34.000000 UTC,1,4.15,25
2019-01-02 00:08:27.000000 UTC,2019-01-02 00:20:30.000000 UTC,1,2.35,7
2019-01-02 00:08:30.000000 UTC,2019-01-02 00:08:30.000000 UTC,1,0,264
2019-01-02 00:08:36.000000 UTC,2019-01-02 00:14:14.000000 UTC,1,1.58,134
2019-01-02 00:08:37.000000 UTC,2019-01-02 00:13:11.000000 UTC,1,1.24,129
2019-01-02 00:08:53.000000 UTC,2019-01-02 00:22:14.000000 UTC,1,4.11,95
2019-01-02 00:09:10.000000 UTC,2019-01-02 00:17:49.000000 UTC,1,1.4,112
2019-01-02 00:09:25.000000 UTC,2019-01-02 00:12:04.000000 UTC,1,0.52,7
2019-01-02 00:09:30.000000 UTC,2019-01-02 00:14:47.000000 UTC,2,0.87,260
2019-01-02 00:09:39.000000 UTC,2019-01-02 00:22:16.000000 UTC,1,3.7,25
2019-01-02 00:09:44.000000 UTC,2019-01-02 00:16:13.000000 UTC,5,1.67,181
2019-01-02 00:09:45.000000 UTC,2019-01-02 00:14:08.000000 UTC,2,0.86,41
2019-01-02 00:09:54.000000 UTC,2019-01-02 00:22:36.000000 UTC,1,4.06,112
2019-01-02 00:09:57.000000 UTC,2019-01-02 00:15:30.000000 UTC,1,1.21,7
2019-01-02 00:10:10.000000 UTC,2019-01-02 00:18:36.000000 UTC,2,1.49,83
2019-01-02 00:10:12.000000 UTC,2019-01-02 00:25:20.000000 UTC,1,3.14,256
2019-01-02 00:10:25.000000 UTC,2019-01-02 00:21:16.000000 UTC,1,2.13,82
2019-01-02 00:10:29.000000 UTC,2019-01-02 00:15:34.000000 UTC,1,0.93,116
2019-01-02 00:10:37.000000 UTC,2019-01-02 00:14:49.000000 UTC,1,1.13,129
2019-01-02 00:10:39.000000 UTC,2019-01-02 00:16:43.000000 UTC,1,1.06,223
2019-01-02 00:11:00.000000 UTC,2019-01-02 00:21:37.000000 UTC,1,1.8,33
2019-01-02 00:11:16.000000 UTC,2019-01-02 00:19:09.000000 UTC,2,2.03,95
2019-01-02 00:11:29.000000 UTC,2019-01-02 00:25:17.000000 UTC,2,2.72,260
2019-01-02 00:11:51.000000 UTC,2019-01-02 00:16:44.000000 UTC,2,0.75,255
2019-01-02 00:11:54.000000 UTC,2019-01-02 00:23:42.000000 UTC,1,3.08,255
2019-01-02 00:12:13.000000 UTC,2019-01-02 00:19:52.000000 UTC,5,1.33,223
2019-01-02 00:12:35.000000 UTC,2019-01-02 00:27:14.000000 UTC,1,3.27,95
2019-01-02 00:12:37.000000 UTC,2019-01-02 00:18:59.000000 UTC,1,1.76,7
2019-01-02 00:12:54.000000 UTC,2019-01-02 00:20:33.000000 UTC,1,1.51,236
2019-01-02 00:13:04.000000 UTC,2019-01-02 00:44:56.000000 UTC,1,7.43,80
2019-01-02 00:13:24.000000 UTC,2019-01-02 00:22:26.000000 UTC,2,2.2,82
2019-01-02 00:13:39.000000 UTC,2019-01-02 00:25:42.000000 UTC,1,3.12,66
2019-01-02 00:13:42.000000 UTC,2019-01-02 00:32:28.000000 UTC,1,6.94,226
2019-01-02 00:13:51.000000 UTC,2019-01-02 00:31:34.000000 UTC,1,3.37,112
2019-01-02 00:14:08.000000 UTC,2019-01-02 00:19:33.000000 UTC,1,0.9,7
2019-01-02 00:14:42.000000 UTC,2019-01-03 00:06:30.000000 UTC,1,1.22,129
2019-01-02 00:14:46.000000 UTC,2019-01-02 00:16:17.000000 UTC,1,0.36,181
2019-01-02 00:14:46.000000 UTC,2019-01-02 00:27:01.000000 UTC,1,6.97,25
2019-01-02 00:15:06.000000 UTC,2019-01-02 01:01:33.000000 UTC,4,14.6,129
2019-01-02 00:15:08.000000 UTC,2019-01-02 00:24:46.000000 UTC,1,2.08,181
2019-01-02 00:15:09.000000 UTC,2019-01-02 00:20:19.000000 UTC,1,1.19,75
2019-01-02 00:15:27.000000 UTC,2019-01-02 00:46:59.000000 UTC,2,2.12,18
2019-01-02 00:16:23.000000 UTC,2019-01-02 00:20:53.000000 UTC,1,0.3,244
2019-01-02 00:16:23.000000 UTC,2019-01-02 00:21:57.000000 UTC,1,0.93,173
2019-01-02 00:16:31.000000 UTC,2019-01-02 00:34:26.000000 UTC,1,6.32,256
2019-01-02 00:16:33.000000 UTC,2019-01-02 00:18:32.000000 UTC,1,0.44,166
2019-01-02 00:16:37.000000 UTC,2019-01-02 00:25:12.000000 UTC,6,2.13,52
2019-01-02 00:16:45.000000 UTC,2019-01-02 00:30:39.000000 UTC,1,2.33,82
2019-01-02 00:16:45.000000 UTC,2019-01-02 00:23:10.000000 UTC,1,0.85,179
2019-01-02 00:17:07.000000 UTC,2019-01-02 00:20:43.000000 UTC,1,1.2,134
2019-01-02 00:17:13.000000 UTC,2019-01-02 00:33:22.000000 UTC,1,4.25,181
2019-01-02 00:17:34.000000 UTC,2019-01-02 00:33:28.000000 UTC,1,2.89,255
2019-01-02 00:18:09.000000 UTC,2019-01-02 00:27:22.000000 UTC,1,1.4,7
2019-01-02 00:18:13.000000 UTC,2019-01-02 00:30:15.000000 UTC,1,3.86,127
2019-01-02 00:18:18.000000 UTC,2019-01-02 00:22:30.000000 UTC,5,0.56,129
2019-01-02 00:19:14.000000 UTC,2019-01-02 00:24:57.000000 UTC,1,1.42,75
2019-01-02 00:19:18.000000 UTC,2019-01-02 00:21:22.000000 UTC,1,0.6,223
2019-01-02 00:19:33.000000 UTC,2019-01-02 00:27:30.000000 UTC,1,1.6,223
2019-01-02 00:20:16.000000 UTC,2019-01-02 00:42:55.000000 UTC,1,12.96,130
2019-01-02 00:20:20.000000 UTC,2019-01-02 00:28:19.000000 UTC,1,1.3,130
2019-01-02 00:20:30.000000 UTC,2019-01-02 00:28:38.000000 UTC,1,1.6,145
2019-01-02 00:20:47.000000 UTC,2019-01-02 00:30:47.000000 UTC,1,2.53,181
2019-01-02 00:21:22.000000 UTC,2019-01-02 00:25:27.000000 UTC,1,1.56,41
2019-01-02 00:21:39.000000 UTC,2019-01-02 00:36:39.000000 UTC,2,2.79,82
2019-01-02 00:21:47.000000 UTC,2019-01-02 00:27:14.000000 UTC,1,1.24,65
2019-01-02 00:21:51.000000 UTC,2019-01-02 00:24:44.000000 UTC,1,0.52,92
2019-01-02 00:22:42.000000 UTC,2019-01-02 00:32:53.000000 UTC,1,2.35,78
2019-01-02 00:23:34.000000 UTC,2019-01-02 00:28:05.000000 UTC,1,1.15,74
2019-01-02 00:23:40.000000 UTC,2019-01-02 00:33:49.000000 UTC,1,2.13,250
2019-01-02 00:23:51.000000 UTC,2019-01-02 00:31:32.000000 UTC,1,1.01,189
2019-01-02 00:24:04.000000 UTC,2019-01-02 00:43:05.000000 UTC,1,6.14,134
2019-01-02 00:24:05.000000 UTC,2019-01-02 00:34:42.000000 UTC,1,2.64,166
2019-01-02 00:24:14.000000 UTC,2019-01-02 00:37:46.000000 UTC,2,4.29,130
2019-01-02 00:24:26.000000 UTC,2019-01-02 00:34:17.000000 UTC,1,1.8,41
2019-01-02 00:24:32.000000 UTC,2019-01-02 00:32:19.000000 UTC,1,1.56,129
2019-01-02 00:25:11.000000 UTC,2019-01-02 00:44:47.000000 UTC,1,8.24,247
2019-01-02 00:25:19.000000 UTC,2019-01-02 00:43:35.000000 UTC,1,5.71,223
2019-01-02 00:25:38.000000 UTC,2019-01-02 00:33:27.000000 UTC,5,1.36,179
2019-01-02 00:25:46.000000 UTC,2019-01-02 00:40:31.000000 UTC,2,2.85,65
2019-01-02 00:26:43.000000 UTC,2019-01-02 00:30:48.000000 UTC,2,0.61,129
2019-01-02 00:26:49.000000 UTC,2019-01-02 00:30:03.000000 UTC,1,0.79,212
2019-01-02 00:26:52.000000 UTC,2019-01-02 00:40:38.000000 UTC,1,2.3,74
2019-01-02 00:26:54.000000 UTC,2019-01-02 00:35:26.000000 UTC,2,2.45,74
2019-01-02 00:27:01.000000 UTC,2019-01-02 00:38:22.000000 UTC,4,1.54,82
2019-01-02 00:27:16.000000 UTC,2019-01-02 00:31:21.000000 UTC,1,0.94,74
2019-01-02 00:27:21.000000 UTC,2019-01-02 00:43:39.000000 UTC,1,4.17,112
2019-01-02 00:27:22.000000 UTC,2019-01-02 00:29:47.000000 UTC,2,0.65,41
2019-01-02 00:28:39.000000 UTC,2019-01-02 00:41:42.000000 UTC,1,1.34,7
2019-01-02 00:28:56.000000 UTC,2019-01-02 00:57:52.000000 UTC,1,16.02,51
2019-01-02 00:29:30.000000 UTC,2019-01-02 00:30:46.000000 UTC,1,0.3,74
2019-01-02 00:29:33.000000 UTC,2019-01-02 00:34:15.000000 UTC,1,1.01,210
2019-01-02 00:29:36.000000 UTC,2019-01-02 00:46:12.000000 UTC,1,3.45,80
2019-01-02 00:29:58.000000 UTC,2019-01-02 00:39:19.000000 UTC,3,2.76,75
2019-01-02 00:30:04.000000 UTC,2019-01-02 00:34:57.000000 UTC,1,1.65,61
2019-01-02 00:30:37.000000 UTC,2019-01-02 00:44:39.000000 UTC,1,3.76,82
2019-01-02 00:30:48.000000 UTC,2019-01-02 00:47:13.000000 UTC,1,4.1,181
2019-01-02 00:30:57.000000 UTC,2019-01-02 01:03:31.000000 UTC,1,6.13,97
2019-01-02 00:31:15.000000 UTC,2019-01-02 00:51:38.000000 UTC,1,6.96,82
2019-01-02 00:31:29.000000 UTC,2019-01-02 00:39:19.000000 UTC,1,0.52,179
2019-01-02 00:31:38.000000 UTC,2019-01-02 00:41:40.000000 UTC,1,3.09,41
2019-01-02 00:31:38.000000 UTC,2019-01-02 00:36:48.000000 UTC,2,1.04,42
2019-01-02 00:31:43.000000 UTC,2019-01-02 00:43:26.000000 UTC,1,2.4,129
2019-01-02 00:31:51.000000 UTC,2019-01-02 00:38:53.000000 UTC,1,2,95
2019-01-02 00:32:07.000000 UTC,2019-01-02 00:38:07.000000 UTC,1,1.37,134
2019-01-02 00:32:32.000000 UTC,2019-01-02 00:46:51.000000 UTC,1,3.29,18
2019-01-02 00:32:43.000000 UTC,2019-01-02 00:39:26.000000 UTC,1,1.39,112
2019-01-02 00:32:52.000000 UTC,2019-01-02 00:42:52.000000 UTC,5,1,223
2019-01-02 00:33:12.000000 UTC,2019-01-02 00:52:14.000000 UTC,1,6.79,181
2019-01-02 00:33:16.000000 UTC,2019-01-02 00:39:31.000000 UTC,5,1.58,7
2019-01-02 00:33:34.000000 UTC,2019-01-02 00:33:40.000000 UTC,1,0,42
2019-01-02 00:33:44.000000 UTC,2019-01-02 00:40:32.000000 UTC,1,2.11,42
2019-01-02 00:33:55.000000 UTC,2019-01-02 00:41:22.000000 UTC,2,1.9,97
2019-01-02 00:34:03.000000 UTC,2019-01-03 00:00:00.000000 UTC,1,2.79,116
2019-01-02 00:34:04.000000 UTC,2019-01-02 00:40:31.000000 UTC,1,1.19,179
2019-01-02 00:34:10.000000 UTC,2019-01-02 00:42:22.000000 UTC,1,2.17,82
2019-01-02 00:34:18.000000 UTC,2019-01-02 00:37:42.000000 UTC,1,0.51,37
2019-01-02 00:34:52.000000 UTC,2019-01-02 00:48:30.000000 UTC,2,7.56,255
2019-01-02 00:35:03.000000 UTC,2019-01-02 00:43:40.000000 UTC,1,1.2,129
2019-01-02 00:35:17.000000 UTC,2019-01-02 00:37:33.000000 UTC,1,0.5,130
2019-01-02 00:35:41.000000 UTC,2019-01-02 00:54:15.000000 UTC,1,10.61,130
2019-01-02 00:35:48.000000 UTC,2019-01-02 00:41:07.000000 UTC,1,1.29,260
2019-01-02 00:36:31.000000 UTC,2019-01-02 00:40:17.000000 UTC,1,0.8,255
2019-01-02 00:36:31.000000 UTC,2019-01-02 00:54:07.000000 UTC,1,7.53,95
2019-01-02 00:37:05.000000 UTC,2019-01-02 00:40:38.000000 UTC,2,1.25,41
2019-01-02 00:37:21.000000 UTC,2019-01-02 00:49:46.000000 UTC,1,3.73,65
2019-01-02 00:37:35.000000 UTC,2019-01-02 00:47:28.000000 UTC,1,1.78,80
2019-01-02 00:37:48.000000 UTC,2019-01-02 00:43:31.000000 UTC,1,1.17,188
2019-01-02 00:37:59.000000 UTC,2019-01-02 00:55:18.000000 UTC,1,5.7,82
2019-01-02 00:38:22.000000 UTC,2019-01-02 00:49:25.000000 UTC,1,1.9,159
2019-01-02 00:38:24.000000 UTC,2019-01-02 00:42:55.000000 UTC,1,0.71,82
2019-01-02 00:39:30.000000 UTC,2019-01-02 00:45:55.000000 UTC,1,1.4,210
2019-01-02 00:39:47.000000 UTC,2019-01-02 00:46:16.000000 UTC,1,1.2,82
2019-01-02 00:39:47.000000 UTC,2019-01-02 00:47:11.000000 UTC,1,2.29,95
2019-01-02 00:39:51.000000 UTC,2019-01-02 00:51:36.000000 UTC,1,4.9,129
2019-01-02 00:40:43.000000 UTC,2019-01-02 00:46:59.000000 UTC,5,1.2,212
2019-01-02 00:40:52.000000 UTC,2019-01-02 00:51:20.000000 UTC,1,2.29,244
2019-01-02 00:40:59.000000 UTC,2019-01-02 00:52:51.000000 UTC,1,3.48,74
2019-01-02 00:41:06.000000 UTC,2019-01-02 00:52:18.000000 UTC,1,3.02,181
2019-01-02 00:41:23.000000 UTC,2019-01-02 00:54:46.000000 UTC,1,4.5,74
2019-01-02 00:41:32.000000 UTC,2019-01-02 00:52:14.000000 UTC,1,2.35,74
2019-01-02 00:42:06.000000 UTC,2019-01-02 00:45:54.000000 UTC,1,0.97,242
2019-01-02 00:42:09.000000 UTC,2019-01-02 00:44:30.000000 UTC,2,0.4,152
2019-01-02 00:43:29.000000 UTC,2019-01-02 00:51:14.000000 UTC,1,1.85,7
2019-01-02 00:43:29.000000 UTC,2019-01-02 00:56:18.000000 UTC,1,3.65,7
2019-01-02 00:43:34.000000 UTC,2019-01-02 00:48:43.000000 UTC,1,1.9,42
2019-01-02 00:44:10.000000 UTC,2019-01-02 01:00:26.000000 UTC,1,4.05,36
2019-01-02 00:44:14.000000 UTC,2019-01-02 00:46:44.000000 UTC,1,0.51,244
2019-01-02 00:44:23.000000 UTC,2019-01-03 00:00:00.000000 UTC,2,1.55,129
2019-01-02 00:44:33.000000 UTC,2019-01-02 00:55:57.000000 UTC,1,3,255
2019-01-02 00:44:49.000000 UTC,2019-01-02 01:08:09.000000 UTC,1,15.34,223
2019-01-02 00:44:53.000000 UTC,2019-01-02 00:58:20.000000 UTC,6,2.65,95
2019-01-02 00:45:57.000000 UTC,2019-01-02 01:04:46.000000 UTC,1,5.81,74
2019-01-02 00:46:28.000000 UTC,2019-01-02 00:58:07.000000 UTC,1,3.22,41
2019-01-02 00:46:38.000000 UTC,2019-01-02 00:50:46.000000 UTC,2,0.99,112
2019-01-02 00:47:06.000000 UTC,2019-01-02 00:50:31.000000 UTC,1,0,7
2019-01-02 00:47:14.000000 UTC,2019-01-02 01:00:57.000000 UTC,1,3.8,40
2019-01-02 00:47:19.000000 UTC,2019-01-02 00:59:52.000000 UTC,5,4.7,80
2019-01-02 00:47:27.000000 UTC,2019-01-02 00:52:36.000000 UTC,1,1.37,78
2019-01-02 00:47:48.000000 UTC,2019-01-02 01:01:29.000000 UTC,5,5.58,25
2019-01-02 00:48:13.000000 UTC,2019-01-02 00:59:43.000000 UTC,1,2.24,7
2019-01-02 00:49:15.000000 UTC,2019-01-02 01:00:40.000000 UTC,1,2.16,257
2019-01-02 00:49:15.000000 UTC,2019-01-02 00:51:55.000000 UTC,1,0.45,95
2019-01-02 00:49:42.000000 UTC,2019-01-02 01:14:08.000000 UTC,1,12.11,80
2019-01-02 00:49:44.000000 UTC,2019-01-02 00:54:37.000000 UTC,3,1.91,129
2019-01-02 00:49:50.000000 UTC,2019-01-02 01:02:15.000000 UTC,1,2.59,42
2019-01-02 00:49:52.000000 UTC,2019-01-02 00:54:40.000000 UTC,1,1.02,179
2019-01-02 00:50:20.000000 UTC,2019-01-02 01:14:43.000000 UTC,1,13.86,80
2019-01-02 00:50:48.000000 UTC,2019-01-02 01:03:44.000000 UTC,1,6.95,179
2019-01-02 00:51:13.000000 UTC,2019-01-02 01:05:08.000000 UTC,2,5.95,166
2019-01-02 00:51:42.000000 UTC,2019-01-02 01:00:11.000000 UTC,1,2.43,74
2019-01-02 00:51:46.000000 UTC,2019-01-02 01:02:02.000000 UTC,1,1.63,82
2019-01-02 00:52:08.000000 UTC,2019-01-02 00:59:38.000000 UTC,1,1.74,255
2019-01-02 00:52:13.000000 UTC,2019-01-02 00:59:53.000000 UTC,6,2.08,97
2019-01-02 00:52:14.000000 UTC,2019-01-02 01:04:53.000000 UTC,1,3.29,112
2019-01-02 00:52:32.000000 UTC,2019-01-02 01:02:07.000000 UTC,1,2.94,92
2019-01-02 00:53:10.000000 UTC,2019-01-02 01:03:28.000000 UTC,1,3.19,159
2019-01-02 00:53:23.000000 UTC,2019-01-02 00:59:12.000000 UTC,1,1.28,65
2019-01-02 00:53:26.000000 UTC,2019-01-02 01:06:20.000000 UTC,1,3.04,260
2019-01-02 00:53:28.000000 UTC,2019-01-02 00:56:09.000000 UTC,1,0.83,41
2019-01-02 00:53:37.000000 UTC,2019-01-02 00:55:00.000000 UTC,2,0.56,75
2019-01-02 00:54:26.000000 UTC,2019-01-02 00:58:14.000000 UTC,1,0.87,7
2019-01-02 00:54:47.000000 UTC,2019-01-02 01:05:00.000000 UTC,2,2.4,66
2019-01-02 00:54:49.000000 UTC,2019-01-02 01:03:29.000000 UTC,1,2.19,95
2019-01-02 00:56:03.000000 UTC,2019-01-02 01:01:11.000000 UTC,1,1.55,42
2019-01-02 00:56:07.000000 UTC,2019-01-02 01:15:44.000000 UTC,1,4.76,95
2019-01-02 00:56:28.000000 UTC,2019-01-03 00:51:14.000000 UTC,1,2.74,179
2019-01-02 00:56:33.000000 UTC,2019-01-02 01:05:32.000000 UTC,1,1.6,244
2019-01-02 00:57:06.000000 UTC,2019-01-02 00:57:09.000000 UTC,1,0,55
2019-01-02 00:57:11.000000 UTC,2019-01-02 01:15:12.000000 UTC,1,6.35,226
2019-01-02 00:58:05.000000 UTC,2019-01-02 01:19:28.000000 UTC,5,6.14,83
2019-01-02 00:58:45.000000 UTC,2019-01-02 01:04:38.000000 UTC,1,1.51,42
2019-01-02 00:59:07.000000 UTC,2019-01-02 01:06:16.000000 UTC,1,1.14,82
2019-01-02 00:59:16.000000 UTC,2019-01-02 00:59:20.000000 UTC,1,0,55
2019-01-02 00:59:17.000000 UTC,2019-01-02 01:02:53.000000 UTC,1,1.13,134
2019-01-02 00:59:26.000000 UTC,2019-01-02 01:06:26.000000 UTC,1,1.84,189
2019-01-02 00:59:41.000000 UTC,2019-01-02 01:23:01.000000 UTC,1,6.53,260
2019-01-02 00:59:52.000000 UTC,2019-01-02 01:06:29.000000 UTC,1,1.21,41
2019-01-02 00:59:53.000000 UTC,2019-01-02 01:17:29.000000 UTC,2,3.42,129
2019-01-02 01:00:03.000000 UTC,2019-01-02 01:02:18.000000 UTC,1,0.61,95
2019-01-02 01:00:15.000000 UTC,2019-01-02 01:00:17.000000 UTC,1,0,55
2019-01-02 01:00:21.000000 UTC,2019-01-02 01:07:20.000000 UTC,1,0.89,82
2019-01-02 01:00:25.000000 UTC,2019-01-02 01:09:54.000000 UTC,1,1.95,82
2019-01-02 01:00:25.000000 UTC,2019-01-02 01:06:29.000000 UTC,1,1.4,7
2019-01-02 01:00:30.000000 UTC,2019-01-02 01:02:26.000000 UTC,1,0.46,42
2019-01-02 01:00:49.000000 UTC,2019-01-02 01:08:42.000000 UTC,2,1.05,129
2019-01-02 01:00:56.000000 UTC,2019-01-02 01:01:00.000000 UTC,1,0,55
2019-01-02 01:01:17.000000 UTC,2019-01-02 01:09:00.000000 UTC,1,1.87,116
2019-01-02 01:01:38.000000 UTC,2019-01-02 01:15:09.000000 UTC,1,7.8,169
2019-01-02 01:01:44.000000 UTC,2019-01-02 01:39:00.000000 UTC,1,24.48,221
2019-01-02 01:01:48.000000 UTC,2019-01-02 01:06:47.000000 UTC,1,0.96,112
2019-01-02 01:02:18.000000 UTC,2019-01-02 01:17:57.000000 UTC,1,6.55,112
2019-01-02 01:02:20.000000 UTC,2019-01-02 01:08:13.000000 UTC,1,1.2,130
2019-01-02 01:02:43.000000 UTC,2019-01-02 01:06:01.000000 UTC,1,0.81,89
2019-01-02 01:03:05.000000 UTC,2019-01-02 01:08:19.000000 UTC,1,1.18,17
2019-01-02 01:03:20.000000 UTC,2019-01-02 01:16:44.000000 UTC,2,5.66,244
2019-01-02 01:03:31.000000 UTC,2019-01-02 01:07:18.000000 UTC,1,1.28,134
2019-01-02 01:03:35.000000 UTC,2019-01-02 01:15:12.000000 UTC,1,2.31,260
2019-01-02 01:04:02.000000 UTC,2019-01-02 01:07:22.000000 UTC,1,0.57,116
2019-01-02 01:04:18.000000 UTC,2019-01-02 01:08:59.000000 UTC,1,0.53,260
2019-01-02 01:04:38.000000 UTC,2019-01-02 01:12:13.000000 UTC,1,1.2,129
2019-01-02 01:04:38.000000 UTC,2019-01-02 01:07:09.000000 UTC,1,0.47,41
2019-01-02 01:05:55.000000 UTC,2019-01-02 01:19:30.000000 UTC,1,3.84,33
2019-01-02 01:06:01.000000 UTC,2019-01-02 01:08:45.000000 UTC,1,0.45,74
2019-01-02 01:06:07.000000 UTC,2019-01-02 01:27:34.000000 UTC,2,8.49,80
2019-01-02 01:06:53.000000 UTC,2019-01-02 01:15:14.000000 UTC,1,2.72,75
2019-01-02 01:07:41.000000 UTC,2019-01-02 01:24:36.000000 UTC,1,7.6,80
2019-01-02 01:07:54.000000 UTC,2019-01-02 01:07:59.000000 UTC,1,0.02,75
2019-01-02 01:08:09.000000 UTC,2019-01-02 01:10:34.000000 UTC,1,0.67,256
2019-01-02 01:08:31.000000 UTC,2019-01-02 01:24:17.000000 UTC,1,3.66,112
2019-01-02 01:09:28.000000 UTC,2019-01-02 01:24:23.000000 UTC,1,4.87,159
2019-01-02 01:09:35.000000 UTC,2019-01-02 01:24:51.000000 UTC,1,3.06,83
2019-01-02 01:11:05.000000 UTC,2019-01-02 01:16:07.000000 UTC,6,1,65
2019-01-02 01:11:25.000000 UTC,2019-01-02 01:22:22.000000 UTC,1,2.58,41
2019-01-02 01:11:28.000000 UTC,2019-01-02 01:23:08.000000 UTC,1,2.66,65
2019-01-02 01:13:35.000000 UTC,2019-01-02 01:20:40.000000 UTC,1,1.99,145
2019-01-02 01:14:03.000000 UTC,2019-01-02 02:01:27.000000 UTC,1,17.2,212
2019-01-02 01:14:13.000000 UTC,2019-01-02 01:18:42.000000 UTC,1,0.94,75
2019-01-02 01:14:52.000000 UTC,2019-01-02 01:19:25.000000 UTC,1,0.72,129
2019-01-02 01:15:06.000000 UTC,2019-01-02 01:21:22.000000 UTC,1,0.97,75
2019-01-02 01:15:10.000000 UTC,2019-01-02 01:18:52.000000 UTC,1,0.75,42
2019-01-02 01:15:10.000000 UTC,2019-01-03 00:00:00.000000 UTC,1,1.67,74
2019-01-02 01:15:35.000000 UTC,2019-01-02 01:26:35.000000 UTC,1,3.41,130
2019-01-02 01:15:47.000000 UTC,2019-01-02 02:08:39.000000 UTC,1,16.3,80
2019-01-02 01:16:07.000000 UTC,2019-01-02 01:28:52.000000 UTC,1,3.06,129
2019-01-02 01:16:14.000000 UTC,2019-01-02 01:27:09.000000 UTC,2,1.98,129
2019-01-02 01:16:33.000000 UTC,2019-01-02 01:17:21.000000 UTC,1,0,89
2019-01-02 01:17:17.000000 UTC,2019-01-02 01:32:29.000000 UTC,1,5.1,130
