pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_location_id
2019-01-01 00:03:29.000000 UTC,2019-01-01 00:31:40.000000 UTC,1,8.32,53
2019-01-01 00:03:41.000000 UTC,2019-01-01 00:15:42.000000 UTC,1,2.26,97
2019-01-01 00:03:42.000000 UTC,2019-01-01 00:04:30.000000 UTC,1,0,264
2019-01-01 00:03:49.000000 UTC,2019-01-01 00:11:32.000000 UTC,1,1.97,95
2019-01-01 00:03:55.000000 UTC,2019-01-01 00:15:25.000000 UTC,1,2.4,129
2019-01-01 00:03:58.000000 UTC,2019-01-01 00:15:28.000000 UTC,1,4.75,152
2019-01-01 00:04:00.000000 UTC,2019-01-01 00:07:42.000000 UTC,2,0.6,95
2019-01-01 00:04:16.000000 UTC,2019-01-01 00:18:07.000000 UTC,2,2.68,244
2019-01-01 00:04:20.000000 UTC,2019-01-01 00:27:33.000000 UTC,1,9.88,36
2019-01-01 00:04:45.000000 UTC,2019-01-01 00:31:20.000000 UTC,2,6.03,74
2019-01-01 00:04:47.000000 UTC,2019-01-01 00:10:50.000000 UTC,1,2.09,95
2019-01-01 00:04:50.000000 UTC,2019-01-01 00:13:06.000000 UTC,1,1.18,7
2019-01-01 00:04:54.000000 UTC,2019-01-01 00:04:57.000000 UTC,3,0,42
2019-01-01 00:04:59.000000 UTC,2019-01-01 00:25:28.000000 UTC,1,6.65,75
2019-01-01 00:05:05.000000 UTC,2019-01-01 00:37:57.000000 UTC,1,6.41,49
2019-01-01 00:05:06.000000 UTC,2019-01-01 00:26:26.000000 UTC,1,8.8,223
2019-01-01 00:05:08.000000 UTC,2019-01-01 00:26:03.000000 UTC,1,10.42,97
2019-01-01 00:05:10.000000 UTC,2019-01-01 00:12:34.000000 UTC,6,0.85,95
2019-01-01 00:05:11.000000 UTC,2019-01-01 00:17:55.000000 UTC,1,2.67,61
2019-01-01 00:05:16.000000 UTC,2019-01-01 00:36:39.000000 UTC,1,6.21,181
2019-01-01 00:05:20.000000 UTC,2019-01-01 00:14:07.000000 UTC,1,1.43,225
2019-01-01 00:05:24.000000 UTC,2019-01-01 00:16:40.000000 UTC,1,2.55,41
2019-01-01 00:05:24.000000 UTC,2019-01-01 00:20:43.000000 UTC,1,5.14,181
2019-01-01 00:05:25.000000 UTC,2019-01-01 00:14:13.000000 UTC,2,1.31,255
2019-01-01 00:05:25.000000 UTC,2019-01-01 00:13:28.000000 UTC,1,2.2,95
2019-01-01 00:05:29.000000 UTC,2019-01-01 00:07:24.000000 UTC,1,0.76,25
2019-01-01 00:05:33.000000 UTC,2019-01-01 00:10:12.000000 UTC,2,0.47,119
2019-01-01 00:05:42.000000 UTC,2019-01-01 00:09:08.000000 UTC,1,0.48,255
2019-01-01 00:05:50.000000 UTC,2019-01-01 00:46:29.000000 UTC,1,12.18,181
2019-01-01 00:05:53.000000 UTC,2019-01-01 00:27:14.000000 UTC,1,4.94,255
2019-01-01 00:05:55.000000 UTC,2019-01-01 00:16:03.000000 UTC,1,2.45,42
2019-01-01 00:06:08.000000 UTC,2019-01-01 00:13:22.000000 UTC,1,1.64,42
2019-01-01 00:06:25.000000 UTC,2019-01-01 00:15:44.000000 UTC,1,1.83,260
2019-01-01 00:06:31.000000 UTC,2019-01-01 00:14:44.000000 UTC,1,2.31,134
2019-01-01 00:06:42.000000 UTC,2019-01-01 00:20:37.000000 UTC,5,4.29,42
2019-01-01 00:06:45.000000 UTC,2019-01-01 00:31:45.000000 UTC,1,4,33
2019-01-01 00:06:52.000000 UTC,2019-01-01 00:23:35.000000 UTC,1,2.58,116
2019-01-01 00:07:00.000000 UTC,2019-01-01 00:27:11.000000 UTC,6,5.92,66
2019-01-01 00:07:02.000000 UTC,2019-01-01 00:13:33.000000 UTC,1,0.75,225
2019-01-01 00:07:14.000000 UTC,2019-01-01 00:15:33.000000 UTC,1,0.85,41
2019-01-01 00:07:17.000000 UTC,2019-01-01 00:15:01.000000 UTC,2,1.3,97
2019-01-01 00:07:21.000000 UTC,2019-01-01 00:11:33.000000 UTC,1,0.82,7
2019-01-01 00:07:24.000000 UTC,2019-01-01 00:09:42.000000 UTC,1,0.4,33
2019-01-01 00:07:24.000000 UTC,2019-01-01 00:20:20.000000 UTC,1,1.9,75
2019-01-01 00:07:29.000000 UTC,2019-01-01 00:17:41.000000 UTC,1,5.12,74
2019-01-01 00:07:29.000000 UTC,2019-01-01 00:30:20.000000 UTC,1,7.44,181
2019-01-01 00:07:33.000000 UTC,2019-01-01 00:22:44.000000 UTC,1,4.49,55
2019-01-01 00:07:35.000000 UTC,2019-01-01 00:12:22.000000 UTC,1,0.75,41
2019-01-01 00:07:39.000000 UTC,2019-01-01 00:10:28.000000 UTC,6,0.5,7
2019-01-01 00:07:43.000000 UTC,2019-01-01 00:18:12.000000 UTC,2,1.48,82
2019-01-01 00:07:47.000000 UTC,2019-01-01 00:24:54.000000 UTC,1,5.49,33
2019-01-01 00:07:56.000000 UTC,2019-01-01 00:38:49.000000 UTC,1,5.91,255
2019-01-01 00:08:07.000000 UTC,2019-01-01 00:18:36.000000 UTC,3,1.36,182
2019-01-01 00:08:09.000000 UTC,2019-01-01 00:35:40.000000 UTC,2,8.73,66
2019-01-01 00:08:13.000000 UTC,2019-01-01 00:11:47.000000 UTC,1,0.7,255
2019-01-01 00:08:13.000000 UTC,2019-01-01 00:24:45.000000 UTC,1,4.68,255
2019-01-01 00:08:19.000000 UTC,2019-01-01 00:12:33.000000 UTC,1,0.79,7
2019-01-01 00:08:19.000000 UTC,2019-01-01 00:27:05.000000 UTC,1,3.6,181
2019-01-01 00:08:33.000000 UTC,2019-01-01 00:18:57.000000 UTC,1,2.71,190
2019-01-01 00:08:39.000000 UTC,2019-01-01 00:36:29.000000 UTC,1,10.1,181
2019-01-01 00:08:40.000000 UTC,2019-01-01 00:13:15.000000 UTC,2,0.81,179
2019-01-01 00:08:42.000000 UTC,2019-01-01 00:14:03.000000 UTC,1,0.77,95
2019-01-01 00:08:55.000000 UTC,2019-01-01 00:24:20.000000 UTC,1,3.45,75
2019-01-01 00:09:01.000000 UTC,2019-01-01 00:22:00.000000 UTC,1,2.99,7
2019-01-01 00:09:02.000000 UTC,2019-01-01 00:17:50.000000 UTC,1,1.2,256
2019-01-01 00:09:03.000000 UTC,2019-01-01 00:39:56.000000 UTC,3,6.85,255
2019-01-01 00:09:03.000000 UTC,2019-01-01 00:17:07.000000 UTC,5,1.38,215
2019-01-01 00:09:04.000000 UTC,2019-01-01 00:14:34.000000 UTC,1,1.11,91
2019-01-01 00:09:09.000000 UTC,2019-01-01 01:04:26.000000 UTC,3,11.75,61
2019-01-01 00:09:09.000000 UTC,2019-01-01 00:27:08.000000 UTC,1,3.91,255
2019-01-01 00:09:09.000000 UTC,2019-01-01 00:14:05.000000 UTC,1,1.1,75
2019-01-01 00:09:23.000000 UTC,2019-01-01 00:41:23.000000 UTC,1,1.89,130
2019-01-01 00:09:25.000000 UTC,2019-01-01 00:21:53.000000 UTC,1,2.46,235
2019-01-01 00:09:26.000000 UTC,2019-01-01 00:17:42.000000 UTC,1,1.49,166
2019-01-01 00:09:27.000000 UTC,2019-01-01 00:18:21.000000 UTC,1,2.26,41
2019-01-01 00:09:28.000000 UTC,2019-01-02 00:00:00.000000 UTC,1,3.59,181
2019-01-01 00:09:33.000000 UTC,2019-01-01 00:28:01.000000 UTC,1,3.8,25
2019-01-01 00:09:35.000000 UTC,2019-01-01 23:59:40.000000 UTC,1,14.88,145
2019-01-01 00:09:37.000000 UTC,2019-01-01 00:23:40.000000 UTC,1,3.1,7
2019-01-01 00:09:39.000000 UTC,2019-01-01 00:21:52.000000 UTC,1,2.24,14
2019-01-01 00:09:41.000000 UTC,2019-01-01 00:13:58.000000 UTC,1,0.66,25
2019-01-01 00:09:44.000000 UTC,2019-01-01 00:47:33.000000 UTC,1,7.04,66
2019-01-01 00:09:44.000000 UTC,2019-01-01 00:23:55.000000 UTC,1,5.37,167
2019-01-01 00:09:45.000000 UTC,2019-01-01 00:21:18.000000 UTC,1,2.4,75
2019-01-01 00:09:47.000000 UTC,2019-01-01 00:20:41.000000 UTC,1,0.58,116
2019-01-01 00:09:48.000000 UTC,2019-01-01 00:16:02.000000 UTC,1,1.46,74
2019-01-01 00:09:55.000000 UTC,2019-01-01 00:34:56.000000 UTC,1,7.8,97
2019-01-01 00:10:00.000000 UTC,2019-01-01 00:22:54.000000 UTC,1,3.44,97
2019-01-01 00:10:01.000000 UTC,2019-01-01 00:28:58.000000 UTC,1,5.01,97
2019-01-01 00:10:04.000000 UTC,2019-01-01 00:21:25.000000 UTC,1,1.8,49
2019-01-01 00:10:07.000000 UTC,2019-01-01 00:18:53.000000 UTC,1,1.5,66
2019-01-01 00:10:09.000000 UTC,2019-01-01 00:31:20.000000 UTC,1,12.04,82
2019-01-01 00:10:10.000000 UTC,2019-01-01 00:23:16.000000 UTC,1,2.12,70
2019-01-01 00:10:14.000000 UTC,2019-01-01 00:27:47.000000 UTC,1,4.86,181
2019-01-01 00:10:16.000000 UTC,2019-01-01 00:19:23.000000 UTC,1,2.72,112
2019-01-01 00:10:16.000000 UTC,2019-01-01 00:16:32.000000 UTC,2,0.86,97
2019-01-01 00:10:20.000000 UTC,2019-01-01 00:26:09.000000 UTC,1,6.93,25
2019-01-01 00:10:25.000000 UTC,2019-01-01 00:23:14.000000 UTC,2,2.36,25
2019-01-01 00:10:28.000000 UTC,2019-01-01 00:30:20.000000 UTC,1,2.89,85
2019-01-01 00:10:35.000000 UTC,2019-01-01 00:32:51.000000 UTC,1,6.44,42
2019-01-01 00:10:36.000000 UTC,2019-01-01 00:24:27.000000 UTC,1,5.48,41
2019-01-01 00:10:39.000000 UTC,2019-01-01 00:18:05.000000 UTC,5,1.05,112
2019-01-01 00:10:43.000000 UTC,2019-01-01 00:15:37.000000 UTC,1,0.89,42
2019-01-01 00:10:45.000000 UTC,2019-01-01 00:15:51.000000 UTC,1,0.76,7
2019-01-01 00:10:46.000000 UTC,2019-01-01 00:16:39.000000 UTC,1,1.09,74
2019-01-01 00:10:50.000000 UTC,2019-01-01 00:11:23.000000 UTC,2,0.23,244
2019-01-01 00:10:54.000000 UTC,2019-01-01 00:33:18.000000 UTC,1,6.39,41
2019-01-01 00:10:54.000000 UTC,2019-01-01 00:20:30.000000 UTC,1,0.94,41
2019-01-01 00:10:55.000000 UTC,2019-01-01 00:21:08.000000 UTC,1,2.21,41
2019-01-01 00:10:59.000000 UTC,2019-01-01 00:24:06.000000 UTC,1,4.6,74
2019-01-01 00:11:04.000000 UTC,2019-01-01 00:25:28.000000 UTC,6,0,260
2019-01-01 00:11:05.000000 UTC,2019-01-01 00:13:48.000000 UTC,1,0.68,42
2019-01-01 00:11:05.000000 UTC,2019-01-01 00:23:15.000000 UTC,1,2.66,61
2019-01-01 00:11:12.000000 UTC,2019-01-01 00:17:58.000000 UTC,2,0.89,225
2019-01-01 00:11:15.000000 UTC,2019-01-01 00:34:38.000000 UTC,1,7.02,41
2019-01-01 00:11:16.000000 UTC,2019-01-01 00:29:31.000000 UTC,2,3.2,256
2019-01-01 00:11:16.000000 UTC,2019-01-01 00:19:01.000000 UTC,5,1.96,145
2019-01-01 00:11:19.000000 UTC,2019-01-01 00:12:29.000000 UTC,1,0.2,7
2019-01-01 00:11:20.000000 UTC,2019-01-01 00:24:58.000000 UTC,1,2.74,71
2019-01-01 00:11:22.000000 UTC,2019-01-01 00:29:29.000000 UTC,1,3.77,196
2019-01-01 00:11:25.000000 UTC,2019-01-01 00:21:07.000000 UTC,1,1.97,41
2019-01-01 00:11:25.000000 UTC,2019-01-01 00:26:39.000000 UTC,1,4.7,248
2019-01-01 00:11:26.000000 UTC,2019-01-01 01:06:38.000000 UTC,1,9.92,193
2019-01-01 00:11:46.000000 UTC,2019-01-01 00:15:55.000000 UTC,1,0.5,165
2019-01-01 00:11:53.000000 UTC,2019-01-01 00:30:23.000000 UTC,1,7.7,116
2019-01-01 00:11:57.000000 UTC,2019-01-01 00:26:09.000000 UTC,1,1.72,42
2019-01-01 00:12:06.000000 UTC,2019-01-01 00:24:31.000000 UTC,5,3.32,75
2019-01-01 00:12:07.000000 UTC,2019-01-01 00:19:16.000000 UTC,1,1,82
2019-01-01 00:12:09.000000 UTC,2019-01-01 00:13:19.000000 UTC,5,0.25,7
2019-01-01 00:12:09.000000 UTC,2019-01-01 00:25:45.000000 UTC,1,2.95,66
2019-01-01 00:12:10.000000 UTC,2019-01-01 00:21:17.000000 UTC,1,0.27,39
2019-01-01 00:12:10.000000 UTC,2019-01-01 00:30:16.000000 UTC,1,3.57,25
2019-01-01 00:12:14.000000 UTC,2019-01-01 00:38:53.000000 UTC,1,11.49,25
2019-01-01 00:12:14.000000 UTC,2019-01-01 00:28:49.000000 UTC,1,7.06,255
2019-01-01 00:12:20.000000 UTC,2019-01-01 00:17:46.000000 UTC,0,1,42
2019-01-01 00:12:20.000000 UTC,2019-01-01 00:27:19.000000 UTC,1,5.85,24
2019-01-01 00:12:25.000000 UTC,2019-01-01 00:28:48.000000 UTC,1,3.14,42
2019-01-01 00:12:31.000000 UTC,2019-01-01 00:30:47.000000 UTC,2,6.82,66
2019-01-01 00:12:31.000000 UTC,2019-01-01 00:22:38.000000 UTC,1,1.5,41
2019-01-01 00:12:32.000000 UTC,2019-01-01 00:44:59.000000 UTC,1,12.39,136
2019-01-01 00:12:33.000000 UTC,2019-01-01 00:33:47.000000 UTC,1,5.47,33
2019-01-01 00:12:34.000000 UTC,2019-01-01 00:18:23.000000 UTC,2,0.58,42
2019-01-01 00:12:35.000000 UTC,2019-01-01 00:19:09.000000 UTC,1,1.05,49
2019-01-01 00:12:40.000000 UTC,2019-01-01 00:21:36.000000 UTC,1,1.81,16
2019-01-01 00:12:41.000000 UTC,2019-01-01 00:22:48.000000 UTC,1,1.44,181
2019-01-01 00:12:41.000000 UTC,2019-01-01 00:29:20.000000 UTC,1,2.22,37
2019-01-01 00:12:43.000000 UTC,2019-01-01 00:27:52.000000 UTC,1,4,74
2019-01-01 00:12:45.000000 UTC,2019-01-01 00:25:00.000000 UTC,1,2.11,95
2019-01-01 00:12:46.000000 UTC,2019-01-01 00:32:28.000000 UTC,1,9.49,121
2019-01-01 00:12:47.000000 UTC,2019-01-01 00:30:50.000000 UTC,1,4.1,76
2019-01-01 00:12:48.000000 UTC,2019-01-01 00:20:39.000000 UTC,1,1.18,255
2019-01-01 00:12:55.000000 UTC,2019-01-01 00:24:18.000000 UTC,2,4.5,33
2019-01-01 00:13:01.000000 UTC,2019-01-01 00:32:01.000000 UTC,2,5.83,25
2019-01-01 00:13:02.000000 UTC,2019-01-01 00:20:05.000000 UTC,1,1.12,41
2019-01-01 00:13:02.000000 UTC,2019-01-01 00:15:24.000000 UTC,1,0.3,255
2019-01-01 00:13:03.000000 UTC,2019-01-01 00:25:02.000000 UTC,1,3.81,95
2019-01-01 00:13:07.000000 UTC,2019-01-01 00:35:50.000000 UTC,1,5.27,145
2019-01-01 00:13:15.000000 UTC,2019-01-01 00:30:09.000000 UTC,1,3.5,215
2019-01-01 00:13:16.000000 UTC,2019-01-01 00:19:23.000000 UTC,1,0.89,42
2019-01-01 00:13:18.000000 UTC,2019-01-01 00:17:46.000000 UTC,1,0.74,181
2019-01-01 00:13:21.000000 UTC,2019-01-01 00:44:29.000000 UTC,1,14.68,226
2019-01-01 00:13:22.000000 UTC,2019-01-01 00:27:14.000000 UTC,1,5.36,33
2019-01-01 00:13:29.000000 UTC,2019-01-01 00:17:08.000000 UTC,1,0.53,255
2019-01-01 00:13:36.000000 UTC,2019-01-01 00:21:37.000000 UTC,1,0.48,32
2019-01-01 00:13:39.000000 UTC,2019-01-01 00:26:16.000000 UTC,6,2.52,42
2019-01-01 00:13:39.000000 UTC,2019-01-01 00:18:41.000000 UTC,2,0.79,181
2019-01-01 00:13:44.000000 UTC,2019-01-01 00:57:00.000000 UTC,1,16.22,61
2019-01-01 00:13:47.000000 UTC,2019-01-01 00:37:54.000000 UTC,1,7.42,181
2019-01-01 00:13:48.000000 UTC,2019-01-01 00:21:00.000000 UTC,2,1.15,129
2019-01-01 00:13:54.000000 UTC,2019-01-01 00:20:37.000000 UTC,2,1.17,42
2019-01-01 00:13:56.000000 UTC,2019-01-01 00:20:08.000000 UTC,6,1.07,244
2019-01-01 00:13:56.000000 UTC,2019-01-01 00:33:17.000000 UTC,1,10.47,55
2019-01-01 00:13:57.000000 UTC,2019-01-01 00:20:56.000000 UTC,1,1.46,155
2019-01-01 00:14:00.000000 UTC,2019-01-01 00:47:31.000000 UTC,1,17.5,14
2019-01-01 00:14:01.000000 UTC,2019-01-01 00:33:48.000000 UTC,1,3.2,66
2019-01-01 00:14:02.000000 UTC,2019-01-01 00:23:48.000000 UTC,2,2.3,24
2019-01-01 00:14:03.000000 UTC,2019-01-01 00:27:30.000000 UTC,1,1.69,256
2019-01-01 00:14:03.000000 UTC,2019-01-01 00:46:03.000000 UTC,1,18.36,49
2019-01-01 00:14:05.000000 UTC,2019-01-01 00:42:25.000000 UTC,1,9.55,167
2019-01-01 00:14:05.000000 UTC,2019-01-01 00:16:59.000000 UTC,1,0.6,33
2019-01-01 00:14:07.000000 UTC,2019-01-01 00:26:35.000000 UTC,1,1.7,25
2019-01-01 00:14:07.000000 UTC,2019-01-01 00:23:17.000000 UTC,1,1.95,74
2019-01-01 00:14:19.000000 UTC,2019-01-01 00:23:00.000000 UTC,1,1.33,129
2019-01-01 00:14:22.000000 UTC,2019-01-01 00:22:58.000000 UTC,1,2.12,181
2019-01-01 00:14:22.000000 UTC,2019-01-01 00:14:27.000000 UTC,5,0.02,40
2019-01-01 00:14:34.000000 UTC,2019-01-01 00:25:29.000000 UTC,1,2.46,61
2019-01-01 00:14:36.000000 UTC,2019-01-01 00:25:03.000000 UTC,4,2.16,74
2019-01-01 00:14:39.000000 UTC,2019-01-01 00:29:31.000000 UTC,1,2.91,49
2019-01-01 00:14:46.000000 UTC,2019-01-01 00:31:06.000000 UTC,1,5.07,42
2019-01-01 00:14:47.000000 UTC,2019-01-01 00:31:41.000000 UTC,2,4.44,112
2019-01-01 00:14:49.000000 UTC,2019-01-01 00:22:45.000000 UTC,1,1.23,49
2019-01-01 00:14:55.000000 UTC,2019-01-01 00:30:29.000000 UTC,1,4.76,7
2019-01-01 00:14:56.000000 UTC,2019-01-01 00:36:02.000000 UTC,1,12.47,119
2019-01-01 00:14:57.000000 UTC,2019-01-01 00:49:38.000000 UTC,1,5.92,193
2019-01-01 00:14:59.000000 UTC,2019-01-01 00:43:07.000000 UTC,1,5.35,76
2019-01-01 00:15:05.000000 UTC,2019-01-01 00:29:39.000000 UTC,1,2.44,66
2019-01-01 00:15:10.000000 UTC,2019-01-01 00:21:19.000000 UTC,1,1.15,95
2019-01-01 00:15:15.000000 UTC,2019-01-01 00:19:40.000000 UTC,1,0.62,42
2019-01-01 00:15:16.000000 UTC,2019-01-01 00:19:41.000000 UTC,1,1.24,40
2019-01-01 00:15:17.000000 UTC,2019-01-01 00:30:13.000000 UTC,1,4.8,41
2019-01-01 00:15:17.000000 UTC,2019-01-01 00:26:45.000000 UTC,3,1.62,129
2019-01-01 00:15:18.000000 UTC,2019-01-01 00:21:44.000000 UTC,2,1.31,260
2019-01-01 00:15:18.000000 UTC,2019-01-01 00:37:26.000000 UTC,1,6.92,7
2019-01-01 00:15:19.000000 UTC,2019-01-01 00:42:21.000000 UTC,1,7.57,37
2019-01-01 00:15:21.000000 UTC,2019-01-01 00:35:32.000000 UTC,5,10.26,74
2019-01-01 00:15:23.000000 UTC,2019-01-01 00:22:29.000000 UTC,1,1.05,173
2019-01-01 00:15:23.000000 UTC,2019-01-01 00:26:11.000000 UTC,2,2.8,29
2019-01-01 00:15:23.000000 UTC,2019-01-01 00:37:07.000000 UTC,1,7.76,42
2019-01-01 00:15:25.000000 UTC,2019-01-01 00:19:46.000000 UTC,1,0.66,74
2019-01-01 00:15:27.000000 UTC,2019-01-01 00:21:31.000000 UTC,1,1.16,78
2019-01-01 00:15:29.000000 UTC,2019-01-01 00:37:17.000000 UTC,1,5.7,73
2019-01-01 00:15:29.000000 UTC,2019-01-01 00:15:44.000000 UTC,1,0,42
2019-01-01 00:15:31.000000 UTC,2019-01-01 00:21:19.000000 UTC,1,1.27,82
2019-01-01 00:15:34.000000 UTC,2019-01-01 00:19:01.000000 UTC,1,0.64,97
2019-01-01 00:15:38.000000 UTC,2019-01-01 00:17:32.000000 UTC,1,0.52,181
2019-01-01 00:15:39.000000 UTC,2019-01-01 00:29:34.000000 UTC,1,2.63,41
2019-01-01 00:15:42.000000 UTC,2019-01-01 00:41:04.000000 UTC,1,7.83,97
2019-01-01 00:15:43.000000 UTC,2019-01-01 00:45:20.000000 UTC,1,4.55,256
2019-01-01 00:15:45.000000 UTC,2019-01-01 00:20:32.000000 UTC,1,0.78,7
2019-01-01 00:15:45.000000 UTC,2019-01-01 00:20:25.000000 UTC,4,0.53,78
2019-01-01 00:15:47.000000 UTC,2019-01-01 00:52:52.000000 UTC,1,13.5,42
2019-01-01 00:15:50.000000 UTC,2019-01-01 00:21:57.000000 UTC,1,1.09,41
2019-01-01 00:15:58.000000 UTC,2019-01-01 00:35:53.000000 UTC,1,8.25,181
2019-01-01 00:16:00.000000 UTC,2019-01-01 00:21:17.000000 UTC,1,0.96,41
2019-01-01 00:16:02.000000 UTC,2019-01-01 00:40:30.000000 UTC,1,3.73,37
2019-01-01 00:16:03.000000 UTC,2019-01-01 00:28:04.000000 UTC,1,2.1,41
2019-01-01 00:16:06.000000 UTC,2019-01-01 00:27:59.000000 UTC,2,1,61
2019-01-01 00:16:10.000000 UTC,2019-01-01 00:27:11.000000 UTC,2,6.87,223
2019-01-01 00:16:13.000000 UTC,2019-01-01 00:36:18.000000 UTC,1,3.69,61
2019-01-01 00:16:14.000000 UTC,2019-01-01 00:31:21.000000 UTC,2,3.12,71
2019-01-01 00:16:16.000000 UTC,2019-01-01 00:22:55.000000 UTC,5,1.62,190
2019-01-01 00:16:18.000000 UTC,2019-01-01 00:32:28.000000 UTC,1,2.99,66
2019-01-01 00:16:21.000000 UTC,2019-01-01 00:41:40.000000 UTC,2,14.1,25
2019-01-01 00:16:23.000000 UTC,2019-01-01 00:33:21.000000 UTC,1,3.93,43
2019-01-01 00:16:23.000000 UTC,2019-01-01 00:26:09.000000 UTC,1,1.7,41
2019-01-01 00:16:23.000000 UTC,2019-01-01 00:39:46.000000 UTC,1,7.75,25
2019-01-01 00:16:27.000000 UTC,2019-01-01 00:30:38.000000 UTC,1,4.81,75
2019-01-01 00:16:27.000000 UTC,2019-01-01 00:18:52.000000 UTC,1,0.55,166
2019-01-01 00:16:28.000000 UTC,2019-01-01 00:17:27.000000 UTC,2,0.41,74
2019-01-01 00:16:31.000000 UTC,2019-01-01 00:39:32.000000 UTC,1,2.28,25
2019-01-01 00:16:47.000000 UTC,2019-01-01 00:28:01.000000 UTC,1,5.5,75
2019-01-01 00:16:48.000000 UTC,2019-01-01 00:36:18.000000 UTC,5,3.05,255
2019-01-01 00:16:49.000000 UTC,2019-01-01 00:42:57.000000 UTC,2,4.9,181
2019-01-01 00:16:57.000000 UTC,2019-01-01 00:39:55.000000 UTC,2,6.63,167
2019-01-01 00:17:02.000000 UTC,2019-01-01 00:28:14.000000 UTC,1,1.9,166
2019-01-01 00:17:03.000000 UTC,2019-01-01 00:20:13.000000 UTC,2,0,179
2019-01-01 00:17:04.000000 UTC,2019-01-01 00:22:12.000000 UTC,1,1,255
2019-01-01 00:17:10.000000 UTC,2019-01-01 00:23:34.000000 UTC,1,1.08,42
2019-01-01 00:17:14.000000 UTC,2019-01-01 00:36:29.000000 UTC,1,6.81,37
2019-01-01 00:17:15.000000 UTC,2019-01-01 00:42:12.000000 UTC,1,13.31,75
2019-01-01 00:17:16.000000 UTC,2019-01-01 00:35:30.000000 UTC,1,8.43,95
2019-01-01 00:17:17.000000 UTC,2019-01-01 00:42:28.000000 UTC,1,5.3,97
2019-01-01 00:17:26.000000 UTC,2019-01-01 00:19:59.000000 UTC,5,0.71,75
2019-01-01 00:17:26.000000 UTC,2019-01-01 00:41:51.000000 UTC,3,5.07,65
2019-01-01 00:17:29.000000 UTC,2019-01-01 00:27:17.000000 UTC,2,1.75,82
2019-01-01 00:17:30.000000 UTC,2019-01-01 00:23:19.000000 UTC,1,1.2,167
2019-01-01 00:17:32.000000 UTC,2019-01-01 00:30:58.000000 UTC,1,1.61,76
2019-01-01 00:17:39.000000 UTC,2019-01-01 00:19:12.000000 UTC,1,0.3,255
2019-01-01 00:17:39.000000 UTC,2019-01-01 00:21:31.000000 UTC,1,0.82,41
2019-01-01 00:17:41.000000 UTC,2019-01-01 00:19:40.000000 UTC,1,0.49,75
2019-01-01 00:17:41.000000 UTC,2019-01-01 01:00:11.000000 UTC,1,10.42,33
2019-01-01 00:17:43.000000 UTC,2019-01-01 00:35:23.000000 UTC,1,7.93,129
2019-01-01 00:17:47.000000 UTC,2019-01-01 00:26:20.000000 UTC,2,1.36,159
2019-01-01 00:17:50.000000 UTC,2019-01-01 00:22:22.000000 UTC,1,0.73,42
2019-01-01 00:17:50.000000 UTC,2019-01-01 00:33:28.000000 UTC,1,5.27,75
2019-01-01 00:17:51.000000 UTC,2019-01-01 00:33:28.000000 UTC,1,3.21,255
2019-01-01 00:17:57.000000 UTC,2019-01-01 00:43:41.000000 UTC,1,4.59,181
2019-01-01 00:17:58.000000 UTC,2019-01-01 00:25:09.000000 UTC,1,2.07,41
2019-01-01 00:17:58.000000 UTC,2019-01-01 00:22:38.000000 UTC,1,0.9,223
2019-01-01 00:18:03.000000 UTC,2019-01-01 00:38:05.000000 UTC,5,7.47,181
